caseId,randomFileName,formatId,formatName,group,method,selectedLayout,score,actionsToFix,estimatedCorrectionTimeSec,evaluatorId,sourceFile,manualScore,readabilityOk,requiredPreserved,majorOverlap,comment
case_038,case_038.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_039,case_039.png,yandex-rsy-240x600,Яндекс Директ / РСЯ Медийный баннер 240x600,narrow,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,true,"Текст мелкий, частично пересекается с декором"
case_040,case_040.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,scaling,scaling,1250,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_041,case_041.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,fixedLayout,fixedLayout,150,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Сильно упрощено: только логотип и заголовок
case_042,case_042.png,2gis-logo-range,2ГИС Логотип компании 132-3000,logo,candidateSelection,hero,150,2,60,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_043,case_043.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,scaling,scaling,1950,5,150,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст для широкого малого баннера
case_044,case_044.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,fixedLayout,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_045,case_045.png,yandex-rsy-320x50,Яндекс Директ / РСЯ Медийный баннер 320x50,small,candidateSelection,fixedLayout,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_046,case_046.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Мелкий вторичный текст/CTA
case_047,case_047.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,fixedLayout,fixedLayout,100,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_048,case_048.png,yandex-rsy-640x100-2x,Яндекс Директ / РСЯ Медийный баннер 640x100 (2x),wide,candidateSelection,fixedLayout,100,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_049,case_049.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,scaling,scaling,1250,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_050,case_050.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_051,case_051.png,2gis-partner-desktop-800x320,2ГИС Баннер в профиле партнера desktop,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_052,case_052.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_053,case_053.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_054,case_054.png,2gis-story-810x1440,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_055,case_055.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_056,case_056.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,fixedLayout,fixedLayout,150,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,"Текст поверх изображения/декора, требуется доводка"
case_057,case_057.png,avito-native-472x472,Авито Реклама Нативный баннер 1:1,square,candidateSelection,imageTop,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Заголовок близко к краю/частично обрезан
case_058,case_058.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_059,case_059.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,fixedLayout,fixedLayout,150,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Сильно упрощено: только логотип и заголовок
case_060,case_060.png,vk-community-145x145,VK Реклама / ВКонтакте Продвижение сообщества,logo,candidateSelection,compact,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,0,false,false,false,Заголовок обрезан и нечитабелен
case_061,case_061.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст для широкого формата
case_062,case_062.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,fixedLayout,fixedLayout,100,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_063,case_063.png,yandex-rsy-728x90,Яндекс Директ / РСЯ Медийный баннер 728x90,wide,candidateSelection,fixedLayout,100,1,30,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_064,case_064.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,scaling,scaling,1250,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Мелкий вторичный текст/CTA
case_065,case_065.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_066,case_066.png,avito-display-720x240,Авито Реклама Медийный стандарт 3:1,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_067,case_067.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_068,case_068.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_069,case_069.png,2gis-story-900x1600,2ГИС Сторис 9:16,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст/CTA поверх изображения/декора
case_070,case_070.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_071,case_071.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_072,case_072.png,ok-square-1080x1080,Одноклассники / myTarget Социальный квадрат 1:1,square,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_073,case_073.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,scaling,scaling,1650,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_074,case_074.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,fixedLayout,fixedLayout,150,4,120,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Сильно упрощено: только логотип и заголовок
case_075,case_075.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,candidateSelection,compact,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,0,false,false,false,Заголовок обрезан и нечитабелен
case_076,case_076.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_077,case_077.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_078,case_078.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_079,case_079.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_080,case_080.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_081,case_081.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст/CTA поверх изображения/декора
case_082,case_082.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_083,case_083.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_084,case_084.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
case_085,case_085.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст для широкого формата
case_086,case_086.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_087,case_087.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_088,case_088.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_089,case_089.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,
case_090,case_090.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,true,Текст и CTA поверх изображения/декора
